,Agriculture,Climate,Date,Fires,Landscape,Source,Water_use,Major_topic,Headline1,Headline2,Headline3,Headline4,Headline5,Nation,Region,id
7,0.003016606,0.014435413,1-Jan-06,0.01782287,0.025192787,The Arizona Republic,0.020291762,Landscaping,Little Landscaping Time? Plan A 'Niche Garden',Lemon Trees Grown From Seeds Usually Will Take Longer To Produce Fruit,8-Year-Old Ground Cover Is Unusual,Desert Oasis Blooming In Peoria,Rabbits Taking A Bite Out Of Garden,Fires and Storms,Landscaping,4000
8,0.003368764,0.017874468,1-Jan-07,0.00941249,0.030214779,The Arizona Republic,0.02153539,Landscaping,Colorful Conservation,"Chuparosa, Cousin Take Edge Off Winter","Farewell, Oleander","Several Plants Can Handle June's Heat, Low Humidity",June Garden Guide,Water Use,Landscaping,4000
9,0.009494612,0.017291662,1-Jan-08,0.00821918,0.026965601,The Arizona Republic,0.021613434,Landscaping,Creating Zen,Your Weekend,Ocotillo Sprouts Mind Of Own But Not Necessarily Leaves,Sally Field Digs Her Gardening Role,Dropped Leaves May Be Sign Of Stress For Carob Tree,Water Use,Water Use,4000
10,0.004023404,0.013741929,1-Jan-09,0.01028176,0.03567931,The Arizona Republic,0.015643233,Landscaping,Time To Get Xeri-Ous,"Not A Rose, But Thrives In Desert",Blooms That Beat Heat,Yard Runoff Can Damage Next-Door Home,Carob May Have Fungal Disease,Water Use,Landscaping,4000
11,0.001242651,0.010893232,1-Jan-10,0.016957918,0.032525256,The Arizona Republic,0.023064593,Landscaping,Desert Lushness,Phoenix Garden Tour Shows Vegetables To Xeriscaping,Oft-Used Gardening Terms Are Explained,A Harvest Of Color,Ironwood Monument Preserves Untamed Desert,Climate Change,Landscaping,4000
12,0.008051315,0.011456969,1-Jan-11,0.015169692,0.034109314,The Arizona Republic,0.017948687,Landscaping,Shamel Ash Is A Water Hog,Vinegar Mix Helps Acidify The Soil,Prune Citrus With Prudence,Gardens Still Feeling Effects Of Winter Freeze,Tips For Container Gardening,Fires and Storms,Landscaping,4000
13,0.003027026,0.014656677,1-Jan-12,0.015881003,0.033738002,The Arizona Republic,0.020449996,Landscaping,Don't Blame Ill Tree On Woodpecker,"Prune, Water To Repair Ebony",Alternatives To Overused Plants,Split Bark And Making Pests Split,"As Olive Tree Grows, So Must Watering Area",Agriculture,Landscaping,4000
14,0.002838108,0.022039988,1-Jan-13,0.016571363,0.033669498,The Arizona Republic,0.020885906,Landscaping,"Direct Sun, Concrete Make Life Tough For Shrubs","For Successful Landscape, Mimic Mother Nature",Provide Proper Protection For Plants During Frosts,Cycad Plant Needs Shade To Thrive In Desert Climate,"Sunflowers Thrive In Gardens, Containers",Fires and Storms,Climate Change,4000
15,0.008628109,0.018428457,1-Jan-14,0.026362424,0.025892814,The Arizona Republic,0.018188845,Fires and Storms,Storm Fells 75-Year-Old Rain Record For The Date,Unusual' Monsoon 7th-Wettest,More Rain Needed To End Valley Drought,Monsoon,From Dry Winter To Dry Summer,Climate Change,Fires and Storms,4000
16,0.005716448,0.029785585,1-Jan-15,0.021302188,0.015585466,The Arizona Republic,0.024201585,Climate Change,5 Things To Know About The Paris Climate Talks,Climate Targets May Not Be Enough To Avert Catastrophes,Obama To Speak 'Frankly' On 11-Day Climate Change Tour,Climate Plan Becomes Torch In '16 Race,We Need To Do This For Our Children: Vote The Bums Out,Water Use,Water Use,4000
17,0.015152579,0.024268017,1-Jan-96,0.040301901,0.037609414,The Atlanta Journal-Constitution,0,Fires and Storms,"Ancient scrolls, my wife, almanac unite vs. garden","You can't win, whatever the weather","Forget butter beans, say the Dead Sea Scrolls",,,Fires and Storms,Fires and Storms,13000
18,0.006044378,0.022304568,1-Jan-97,0.012245429,0.022628654,The Atlanta Journal-Constitution,0.022082743,Landscaping,First Flowers Their 'Dilly Of A Farm Is Abloom In Winter,The Garden Questions & Answers,Tips & Questions on Garden,Wild Georgia Long Dry Spell Presages Technicolor Fall -- Maybe,,Climate Change,Climate Change,13000
19,0.025489603,0.017008516,1-Jan-98,0.023282861,0.011051383,The Atlanta Journal-Constitution,0.022627863,Agriculture,"Louisiana Growers 'Need Water Now, Right Now'",No Vacation This Year: Corn Crop First To Fail; Now Cotton And Peanuts Are On The Bubble,Georgia's Crop Damage $200 Million,Georgia Crop Losses Total $406 Million,House Could Speed Up $5.5 Billion Aid To Farmers,Fires and Storms,Fires and Storms,13000
20,0.012937665,0.012930133,1-Jan-99,0.02605054,0.016649006,The Atlanta Journal-Constitution,0.024563299,Fires and Storms,Relief Doubtful As Drought Grips Much Of Nation Dry Times,Thanksgiving Downpour Didn't Wash Away Drought,"Hurricane A Blessing? In Parched South, Maybe Drastic Solution",Dry Winds Blow No Good To Fire-Ravaged Florida,'The Wind Was Blowing Fire' 48 Houses Lost To Florida Blaze,Landscaping,Fires and Storms,13000
21,0.006646332,0.00858734,1-Jan-00,0.022918092,0.020663431,The Atlanta Journal-Constitution,0.029489301,Water Use,The Flint River System: Water Worries Tri-State Flap Could Mean Irrigation Limits For Farmers,Growth Strains Waterway's Upper Reaches The Flint River System,Water From A Stone Improved Drilling Techniques Are Producing Millions Of Gallons A Day From The Ground,Spalding Seeks Divine Help For Rain The Drought In Georgia,Inside Line Your Weekly Intelligence Report On Business Development,Fires and Storms,Fires and Storms,13000
22,0.005782555,0.016536169,1-Jan-01,0.023884246,0.021785813,The Atlanta Journal-Constitution,0.023039502,Fires and Storms,Continuing Dry Conditions Spark Brush Fires,"Weather 'Great For Football, Bad For Farmers'",Rainfall Adds Hope Of Reaching Year's Norm,"Cool, Wet Days Break State's Recent Dry Run Of Summers",Rainfall Relief 'Temporary',Climate Change,Fires and Storms,13000
23,0.008010486,0.012184721,1-Jan-02,0.020953905,0.026243465,The Atlanta Journal-Constitution,0.027302975,Water Use,Half Empty: Little Consensus Whether Water Supply Is Adequate To Meet Region's Needs,New Hire Takes Helm Of State Water Use,"Plan Ties Water, Growth Capacity Less Booming Areas Would Get Their Share","EPD Water Allotments, Limits Clash Chattahoochee","Atlanta, Look West For Water Guidance",Fires and Storms,Fires and Storms,13000
24,0.004595305,0.012490462,1-Jan-03,0.018288989,0.021527026,The Atlanta Journal-Constitution,0.029051115,Water Use,"As Water Woes Grow, Choices Get Harder",Ahead Of The Curve,Metro Thirst For Water Felt Even In Rome,Suit Could Halt Plans For 17 New Reservoirs,Water Wars: GOP Shift New Reality As Tri-State Talks Begin,Water Use,Water Use,13000
25,0.008974406,0.016950966,1-Jan-04,0.01226527,0.028852205,The Atlanta Journal-Constitution,0.026342054,Landscaping,Garden: Breathing Space Atop City Hall,The Gwinnett Gardeners' Notebook,Garden / Walter Reeves' August Planner,Garden / Maximizing Space: Get Out Of The Bed! And Get Growing By Gardening Vertically,"Fronds Unfurled Ferns Offer Shade Gardeners A World Of Shapes, Textures",Landscaping,Fires and Storms,13000
26,0.008401473,0.034994815,1-Jan-05,0.010245932,0.026318256,The Atlanta Journal-Constitution,0.021434004,Climate Change,The U.S. Leads The World In Foreign Aid Donations But Lags When Factoring In America's Population And Wealth,"The U.S. Is The World's Biggest Donor Of Foreign Aid, But With Its Wealth And Population, It Is Far From Being The Most Generous",Tsunami Relief Hits High Gear: U.S. Sends In Military To Assist,"Plea For Help Ignored, Now Niger Starves",Kids Learn To Turn The Tide Aquarium Will Put Ocean Stewardship Above See-Level,Fires and Storms,Climate Change,13000
27,0.008930517,0.013317212,1-Jan-06,0.014450365,0.021515298,The Atlanta Journal-Constitution,0.033484451,Water Use,Anxiety Over Lake Lanier And Beyond: High And Dry?,Water Mandate Runs Dry,Drought Heats Up State War For Water: Florida Shellfish Need Georgia Water To Survive,Georgia's Growth Will Sag When Taps Dry Up: But When?,Faulty Gauge Drains Lanier,Fires and Storms,Fires and Storms,13000
28,0.004283582,0.010031224,1-Jan-07,0.013410709,0.019325659,The Atlanta Journal-Constitution,0.031159262,Water Use,Recipe For A Water Crisis: Plan. Fail. Repeat,Water-Saving Efforts Evaporated Too Soon,No Drought For Builders: Water Often A Low Priority When Counties Weigh New Development,Metro Atlanta's Need For Water: Three Months From A Mudhole,"State Might Ration Water: Georgia Considers Rules For Metro Atlanta That No U.S. Urban Area Has Had To Endure In Years, And Commercial Users Are In The Bull's-Eye",Water Use,Water Use,13000
29,0.004617448,0.011061657,1-Jan-08,0.011992671,0.020300666,The Atlanta Journal-Constitution,0.030297657,Water Use,"Georgia's Water Crisis: Outside Atlanta, Sympathy Dries Up",Activists Call For Free Flowing River,U.S. Supreme Court And A Federal Judge Look At The Big Question: Does Georgia Have The Right To Tap Lake Lanier?,Wasteful Habits Wither In Drought,Georgia's Water Crisis: Federal Agency OKs Reducing Reservoir Releases,Water Use,Water Use,13000
30,0.003946791,0.011473376,1-Jan-09,0.015058564,0.013815614,The Atlanta Journal-Constitution,0.037385976,Water Use,Metro Water Plan: What Level Of Commitment?,Hall County Oasis Could Disappear Under Lake,Will Water Ruling Dry Up Growth?,"Dam Won City Support, Not Fices",Metro Atlanta Water: Public Hearing On Plan Draws Demonstrators,Water Use,Water Use,13000
31,0.010517042,0.017268636,1-Jan-10,0.014778281,0.019073361,The Atlanta Journal-Constitution,0.027896025,Water Use,Legislative Accord On Water Dries Up,Progress On Tri-State Water Deal Unclear: Governors Silent As They Near End Of Their Terms,Group Unveils Conservation Plan: Goal Is To Cut Water Consumption 5% Within 30 Years,Lanier Ruling One Year Later: State Still Working To Reach A Water Solution,Perdue Endorses Water Conservation,Climate Change,Landscaping,13000
32,0.010982396,0.013808398,1-Jan-11,0.023277872,0.01913077,The Atlanta Journal-Constitution,0.024850473,Water Use,Forsyth Immersed In Push For Reservoirs,Georgia Exults In Water Ruling: Federal Appeals Court Overturns Decision That Lanier Was Off-Limits,"Rising Growth Weighs On Water: Expanding Population, Business Needs Heighten Urgency To Stabilize Supply",No Rush To Adopt Water Strategy: Neighbors Wary Of Deal's Reservoir Plan,Lake Levels Worry Business Owners,Fires and Storms,Fires and Storms,13000
33,0.014452126,0.011234737,1-Jan-12,0.011415196,0.017769809,The Atlanta Journal-Constitution,0.035214572,Water Use,"Ga. Not In The Clear On Lanier: State Gains Upper Hand, But Tri-State Dispute Is A 'Multiheaded Beast.'",Critics Claim Politics Over Deal's Water Program,Water Plant Closure Pits County Against The State,In Your Community Roswell Water Plan: Residents Query Funding,Reed Gets It Right About Reservoir,Agriculture,Fires and Storms,13000
34,0.013454165,0.01428545,1-Jan-13,0.022649528,0.013418906,The Atlanta Journal-Constitution,0.029349863,Water Use,Ga.'s Reservoir Plan Advances,Florida Water Dispute Threatens Area Growth,Lake Lanier Inches Up To Near Optimum Level,Reservoir Rules Help State Control Supply: Neighbors Wary Of Plans For More Storage,Florida Governor Blames A Thirsty Georgia For Decimating Oyster Beds,Fires and Storms,Climate Change,13000
35,0.008311376,0.031394169,1-Jan-14,0.010058963,0.029610864,The Atlanta Journal-Constitution,0.017651177,Climate Change,"Changing Climate's Toll On Ga.: New Report Predicts Rising Sea, Heat Events",Scrutiny On 'Clean Power',Hearings Look At Epa Emission Rules And What Effect Could Be On Georgia,,,Climate Change,Climate Change,13000
36,0.009473278,0.026946589,1-Jan-15,0.003022819,0.012629858,The Atlanta Journal-Constitution,0.039561276,Water Use,Water Program Short Of Its Goal: State Supply Still Lagging Amid Ongoing Feud With Neighbors,Conserving Our Water,Who Holds Advantage In Ga.-Fla. Water War?,Water Use Forecast Shrinks: Metro Residents Expected To Use 25% Less Than Predicted,River Plan Stokes Fear Downstream: State Proposes To Lower Chattahoochee's Flow South Of Atlanta,Water Use,Climate Change,13000
69,0.020256483,0.020824411,1-Jan-96,0.019803544,0.03583335,The Boston Globe,0.008546922,Landscaping,Branching Out,Gardeners Reap The Rewards Of August,Gardener's Week,Hot Annuals (Or How To Break The Petunia Cycle),What To Do In The Garden Over The Coming Week,Fires and Storms,Fires and Storms,25000
70,0.006429054,0.040780268,1-Jan-97,0.017510543,0.034849859,The Boston Globe,0.013347473,Climate Change,Global Warming: There's No Fix In Sight,Heat's On To Limit Impact Of Global Warming,Accord Set On Cutting Emissions 160 Nations In Agreement; US Hails `Historic First Step',"Gore Rolls Dice, But Treaty On Warming Is A Longshot",Top Scientists Urge Steps To Halt Warming,Climate Change,Climate Change,25000
71,0.009590749,0.030951641,1-Jan-98,0.019162772,0.043557466,The Boston Globe,0.007085198,Landscaping,"Cleomes: Something Different For Border, Bed, Or Tub",Autumn's Joys,Preparing For The Inevitable Dry Spell,"Glorious Foliage? Not With Many Trees, Which Need Help",Here's How To Keep Dogwood Trees Healthy,Fires and Storms,Fires and Storms,25000
72,0.014938335,0.026040503,1-Jan-99,0.017776302,0.045234417,The Boston Globe,0.009678975,Landscaping,"Gardener's Week: April 29, 1999","Tropicals, `Throwaways' Can Keep Summer Alive",Gardeners Know That We've Seen Weather Extremes Of Boom And Bust,Recuperating From Drought To Flood,,Landscaping,Fires and Storms,25000
73,0.004581762,0.030953234,1-Jan-00,0.012863722,0.05813392,The Boston Globe,0.016618882,Landscaping,Now's The Season For Trees And Shrubs,Enjoy The Garden,"When Gardening, Take It Easy",A Perennial Argument On `Plants Of The Year' ,Take It Easy In The Garden,Fires and Storms,Climate Change,25000
74,0.006649879,0.035100611,1-Jan-01,0.013796303,0.049229692,The Boston Globe,0.006235903,Landscaping,Annuals Steal The Show,Fall Is Perfect Season To Plant And Revamp,"Perfect Season To Plant, Revamp  ","In New England, The Stately Iris Still Stands Tall","Gardener's Week: May 31, 2001",Climate Change,Climate Change,25000
75,0.010237217,0.024366248,1-Jan-02,0.01609887,0.031575902,The Boston Globe,0.023751494,Landscaping,Sow What? This Needn't Be The Garderner's Worst Season,"With Smart Plant Selections, Garden Can Be Made In Shade","Seeds Of Doubt This Season With Unpredictable Weather, Time To Play It Safe In Garden","Midsummer Maintece In Hazy, Lazy Days Of Summer, Gardens Still Need Some Basic Care",Keep Deadheading Spent Flowers,Fires and Storms,Climate Change,25000
76,0.006658166,0.02925616,1-Jan-03,0.017575271,0.028758139,The Boston Globe,0.021517534,Climate Change,"This Week, The World Health Organization Will Choose A New Global Health Czar",Runner's High?,"Potential Disaster Revisits Parched Ethiopia Socioeconomic Crisis, Drought Pose Hardship","Biosphere 2 Gains Credibility, Loses Funding",Cracks Surface In Eritrea's Veneer As Famine Looms,Water Use,Water Use,25000
77,0.007734951,0.034066035,1-Jan-04,0.009074763,0.046278208,The Boston Globe,0.016545295,Landscaping,Ground Should Be Frozen Before Mulching,Grass Will Survive Drought Better If You Let It Stay About 3 Inches,"Drought Tolerance Makes Cosmos A Good Choice For The Cutting Garden, And It's Not Too Late To Grow Them From Seed","If You Want More Summer Flowers Next Year But Don'T Like To Water, Plant Drought-Resistant Baptisia, Echinacea, Ratibida Pinnata, Asclepias Tuberosa, Liatris, And Rudbeckia",Lawn: Do Not Park Cars Or Play Volleyball On Grass That Is Stressed From Heat And Drought,Landscaping,Climate Change,25000
78,0.002414768,0.046217192,1-Jan-05,0.012482709,0.033531453,The Boston Globe,0.012697363,Climate Change,Insurers At Risk,Katrina's Real Name ,A Good Greenhouse Pact,Does US Care About Niger Now?,The Greater Tsunami,Fires and Storms,Climate Change,25000
79,0.006711311,0.051948808,1-Jan-06,0.017832901,0.02027579,The Boston Globe,0.015234831,Climate Change,Anti-Climatic,The World In Hot Water,Cooking The Global Economy ,In The Balance Is Balanced Journalism To Blame For The Lack Of Action On Global Warming?,Too Hot To Handle Recent Efforts To Censor,Fires and Storms,Climate Change,25000
80,0.006734113,0.076850732,1-Jan-07,0.009972034,0.016507703,The Boston Globe,0.017178749,Climate Change,UN Study Spurs Call To Fight Warming; Panel Says Rise Is `Unequivocal',"UN Chief Challenges Us, China On Climate Change",A Climate Change Warning; Panel Says Humans Are Probably Causing Shifts Around World,Climate Report Faults Humans For Warming; Panel Voices More Certainty Than In 2001,Us Lags On Plans For Climate Change,Water Use,Climate Change,25000
81,0.008660481,0.050893405,1-Jan-08,0.01083468,0.017002929,The Boston Globe,0.020242075,Climate Change,Poor Will Suffer More On Warming ,New US Military Report On Global Warming Raises Worry Calls Theories On The Cause `Contradictory',Global-Warming Chutzpah,Greenbacks For Greenhouse Gas,Al Gore: A Sound Pick For The Environment,Water Use,Climate Change,25000
82,0.009967568,0.067972867,1-Jan-09,0.011370093,0.012675039,The Boston Globe,0.012228575,Climate Change,"Despite Stalemates, Hope Flickers On Climate","11th-Hour Copenhagen Pact Better Than None, But Barely",Climate Change May Threaten Security,Climate Change Takes A Mental Toll ,Climate Summit Opens With A Push,Water Use,Climate Change,25000
83,0.006937754,0.049717727,1-Jan-10,0.015286737,0.021275276,The Boston Globe,0.017805457,Climate Change,"Climate Change: A Tale Of He Said, He Said",Climate Fight Heats Up Amid Flurry Of Storms,Climate Changes Are Proven Fact,Un Seeks Tougher Emission Pledge,"To Answer Climate Skeptics, Agencies Will Refine Data",Climate Change,Climate Change,25000
84,0.020791925,0.067945606,1-Jan-11,0.01207995,0.013599685,The Boston Globe,0.007123171,Climate Change,Cooler Heads Prevail Against Climate Panic,Dose Of Cold Reality For A Warming Planet,Bad Weather Policy,Productivity On Farms Has Been Rising Faster,"7 Billion Reasons For Hope, Not Fear",Fires and Storms,Climate Change,25000
85,0.014876963,0.039384377,1-Jan-12,0.026419785,0.018968886,The Boston Globe,0.00932169,Climate Change,Parsing Inconvenient Truths,Climate Change Takes Back Seat On Campaign Trail,The Long Debate Over Climate Change Has Ignored An Entire Class Of Potential Solutions,Ambitious Mass. Emissions Plan Called Lagging,The Pentagon's New Threat,Agriculture,Climate Change,25000
86,0.008282642,0.07023099,1-Jan-13,0.008799411,0.016088823,The Boston Globe,0.009445974,Climate Change,Obama Offers Plan On Climate Dangers,A World Wrecked By Climate,David Keith Hopes We Don't Have To Use His Ideas To Reverse Global Warming,Year Was Nation's Warmest On Record,Dark Clouds In State Of The Union,Fires and Storms,Climate Change,25000
87,0.008184261,0.069381053,1-Jan-14,0.012127507,0.016818474,The Boston Globe,0.008526306,Climate Change,Region Gets A Harsh Picture Of Unabated Climate Change,What Would Jesus Do (About Climate Change)?,Can India Grow Green? ,China's Vow To Cut Emissions Offers Huge Lift To Climate Talks,Firms Gird For Climate Change,Climate Change,Climate Change,25000
88,0.009834945,0.052889952,1-Jan-15,0.01754785,0.015633678,The Boston Globe,0.006604997,Climate Change,US Must Take The Lead On Pope's Call On Climate,The Paris Climate Challenge,Rubio And The Carbon Tax,Massachusetts Needs Plan To Cope,Shake Harvard Free Of Oil Stock,Water Use,Climate Change,25000
115,0.102287629,0.017794678,1-Jan-99,0.018269133,0.004689995,The Des Moines Register,0.006725667,Agriculture,"Farmers Hold Crops, Breath, With Eyes On Volatile Market","USDA Estimates Slip For Corn, Soybeans; Prediction Unlikely To Affect Prices","Bin-Busters Ahead For Corn, Soybeans",,,Landscaping,Agriculture,19000
116,0.082295087,0.010863508,1-Jan-00,0.025110354,0.00923081,The Des Moines Register,0.011041865,Agriculture,"Bumper Crops Cause Price, Logistics Worries",USDA Says Crops Could Set Records,95% Of Corn Planted; Now Weather Is The Key,,,Fires and Storms,Agriculture,19000
117,0.056436103,0.018696409,1-Jan-01,0.017147486,0.005754995,The Des Moines Register,0.014657595,Agriculture,Strong Finish Buoys Yields For Farmers,Sharp Increases This Year Give Promise That Corn And Soybean Prices Will Be Going Up,China Weather Is Boon For Iowa Farmers,,,Climate Change,Agriculture,19000
118,0.090344947,0.021774576,1-Jan-02,0.01329935,0.009494978,The Des Moines Register,0.007739204,Agriculture,USDA Sees 1.6 Billion Increase In Iowa Crops,Rising Prices Predicted; Increase Is Attributed To Unfavorable Weather And A Potential Shortage Of Grain,"Harvest Takes Off, With Signs Of Big Yields In Parts Of Iowa",,,Fires and Storms,Agriculture,19000
119,0.08231156,0.013156223,1-Jan-03,0.015251057,0.013660246,The Des Moines Register,0.009888518,Agriculture,Economic Fallout Could Sock Farm,Crop Values Seen Falling $750 Million In Dry Iowa,Farm forecast is mixed,,,Water Use,Agriculture,19000
120,0.064179897,0.029749318,1-Jan-04,0.009160679,0.01287157,The Des Moines Register,0.007706098,Agriculture,USDA Blamed For Jumpy Crop Prices,Higher Prices Spark Drop In Subsidies,"In Some States, Disaster Payments Have Become Cash Crop For Farmers",,,Landscaping,Agriculture,19000
121,0.12445608,0.010726717,1-Jan-05,0.01502768,0.008837812,The Des Moines Register,0.003885057,Agriculture,"Harvest Predictions Rise, But Challenges Await",Harvest Is Plentiful; Assurances Are Few,Cornucopia,,,Fires and Storms,Agriculture,19000
122,0.108222186,0.012939689,1-Jan-06,0.015794242,0.010481853,The Des Moines Register,0.005571931,Agriculture,Farmers To Cut Corn Acreage,"U.S. Sees Record Soybean Crop, Near-Record For Corn This Year",U.S. Corn Crops Near Record,,,Fires and Storms,Agriculture,19000
123,0.073891247,0.034499576,1-Jan-07,0.00499761,0.013324823,The Des Moines Register,0.011725406,Agriculture,"High Prices, Biofuel Demand Stoke Record Corn Forecast","Ethanol Pushing Up The Price Of Popcorn, Pizza","Iowan: Farm Program Works Against Growers, Environment",,,Water Use,Agriculture,19000
124,0.077719819,0.044595441,1-Jan-08,0.005394115,0.01008281,The Des Moines Register,0.006350265,Agriculture,Corn Yield Could Fall 27 Bushels To Average 143 Per Acre,Farm Bill's Potential Cost 'Off The Charts',"Flood Losses Statewide Expected In Billions, Surpassing '93 Toll",,,Water Use,Agriculture,19000
125,0.10220472,0.042653586,1-Jan-09,0.00313965,0.006006953,The Des Moines Register,0.004659193,Agriculture,"Crop Production Falls, But Harvest Still Healthy","Soybeans Surpass $12, Reach Nine-Month High",China's Hunger For Soybeans Thrusts Prices Skyward,,,Water Use,Agriculture,19000
126,0.128545341,0.01978872,1-Jan-10,0.007998072,0.007226175,The Des Moines Register,0.0019324,Agriculture,Falling Corn Prices Benefit Hog Farmers,"With Seeds In Ground, What Prices Will Emerge?","Corn, Soybean Prices Rise To Highest Level In 2 Years",,,Climate Change,Agriculture,19000
127,0.143609547,0.013499737,1-Jan-11,0.009231543,0.005768978,The Des Moines Register,0.003340843,Agriculture,High Stakes Sow Seeds Of Anxiety Across Iowa,USDA: Iowa Corn Yield To Top 2010,Iowa Corn Crop Looks Good But Faces Buffeting From Abroad,,,Fires and Storms,Agriculture,19000
128,0.114703467,0.007355673,1-Jan-12,0.017979258,0.006442512,The Des Moines Register,0.006706667,Agriculture,"Drought, Heat Wave Leave Iowa Farms Still Parched, Despite Rain",Iowa Fields Still Parched After Rain,Kernels Of Hope Fade With USDA Report,,,Agriculture,Agriculture,19000
129,0.076513936,0.008922773,1-Jan-13,0.026833257,0.004209588,The Des Moines Register,0.011303661,Agriculture,Harvest In Iowa 'Highly Variable',Crop Forecast Sinks Corn Prices,"Prices Are Low, But Not Disastrous",,,Fires and Storms,Agriculture,19000
130,0.05566978,0.04115737,1-Jan-14,0.015109632,0.013028167,The Des Moines Register,0.006589043,Agriculture,Tighter Times,Record U.S. Soybean Acreage Expected,USDA: Ideal Weather Boosts Crop Estimates To Record Highs,,,Climate Change,Climate Change,19000
131,0.030898074,0.039388249,1-Jan-15,0.022659764,0.008377979,The Des Moines Register,0.013120268,Climate Change,Iowans Head To Paris For UN Climate Change Conference,Why Climate Change Is A Women's Issue,Climate Change Exacerbates Other Global Challenges,,,Water Use,Climate Change,19000
144,0.017964352,0.019794437,1-Jan-96,0.019989562,0.022802976,The Los Angeles Times,0.023758029,Water Use,Babbitt Warns Of Water Cutbacks,A San Diego 'Chinatown' With Los Angeles As Victim,Owens Valley Plan Seeks L.A. Water To Curb Pollution,The Water We Drink; Contamination Opens Spigot On Water Concerns,The Secret War; Hearts Of The City,Fires and Storms,Water Use,6000
145,0.008843897,0.029573168,1-Jan-97,0.019026662,0.025363441,The Los Angeles Times,0.022995392,Climate Change,World Views On Global Warming Are Worlds Apart,Global Warming Moves To Front Burner In Japan,Clinton Offers U.S. Proposals To Cut Global Warming,Clinton Says Global Warming Is 'For Real',Clinton Seeks Global Effort On Warming; Environment,Climate Change,Climate Change,6000
146,0.01052804,0.02806445,1-Jan-98,0.021291765,0.026022391,The Los Angeles Times,0.019198803,Climate Change,Kyoto's Faded Dream,Global Warming Is A Hot Topic At White House,Debate Dries Up On Global Warming; The Media Got Snookered Into Blaming Only El Nino For The Texas Heat And Drought,Is There An End To Hunger?,A Still-Clouded Pollution Issue; The Role 3 U.S. Utilities Played In The Cleanup,Fires and Storms,Climate Change,6000
147,0.01132051,0.023494101,1-Jan-99,0.020680104,0.029004228,The Los Angeles Times,0.019438288,Landscaping,A Spring Gardening Sampler,"Winter Wonderlands; Even At This Time Of Year In Orange County, You Can Find Colorful Additions To Your Garden",The Spice World Tour,Soaking It All In,SoCal Gardening,Landscaping,Landscaping,6000
148,0.008455456,0.024391314,1-Jan-00,0.022995096,0.019671049,The Los Angeles Times,0.026272644,Water Use,California And The West; Reservoir Saving Water For A Rainless Day,California And The West; Ruling Reflects Crucial Shift In Water Policy,Desert Water Entrepreneur Closely Tied To Governor,"A Tentative Truce Would Give California Time To Wean Itself From Surplus Colorado River Flow, An Issue That Has Galled Neighbors","Davis, Babbitt To Offer Broad Water Plan For State",Fires and Storms,Landscaping,6000
149,0.010766462,0.033148786,1-Jan-01,0.015819207,0.01286945,The Los Angeles Times,0.028461121,Climate Change,Bush Told Of A Worldwide Climate Peril,Bush Turns His Back On Global Warming Treaty,Scientists Now Fear 'Abrupt' Global Warming Changes,Bush Turn On Treaty Galvanizes New Green Coalition,U.S. Carbon Dioxide Emissions Jump In 2000,Climate Change,Landscaping,6000
150,0.009922474,0.024574726,1-Jan-02,0.028128917,0.01325554,The Los Angeles Times,0.025971408,Fires and Storms,L.A. Heads For Record Dry Season,"As Tough Firefighting Season Ends, Another Looms",Dry Cycle May Spin On For Years,State's Death Toll From Storms Rises To 6,Fires: Flames Race Across Rural Leona Valley North Of L.A. While Azusa Canyon Blaze Still Rages,Fires and Storms,Water Use,6000
151,0.006781859,0.020595946,1-Jan-03,0.020022271,0.024109297,The Los Angeles Times,0.030344858,Water Use,MWD Plans To Stretch Water Supply,What Now For Water Agency?,"Michael Hiltzik Golden State; State, Local Spats Set A Water War On The Boil",Some Steamed Over Casitas Water Park; The $1.7-Million Facility Near Ojai Will Open Saturday Despite Concern About Droughts,"U.S., MWD Reach Water Agreement",Water Use,Water Use,6000
152,0.008318661,0.023741122,1-Jan-04,0.021173438,0.025285946,The Los Angeles Times,0.025644162,Water Use,Estimates That Guide Development Face Skepticism In A Tiny Water District,Water Agency Urging Slow Growth May Be Dissolved,"As Reservoirs Recede, Fears Of A Water Shortage Rise",Landmark Water Pact Is Expected,Water Accord Said To Be In Peril,Landscaping,Water Use,6000
153,0.00625225,0.018972681,1-Jan-05,0.028340087,0.024428406,The Los Angeles Times,0.022776768,Fires and Storms,Orange County; Southland Storms Show No Signs Of Leaving Town,Storms Show No Sign Of Stopping,Unusually High Temperatures Raise Concerns About An Early And Severe Fire Season,Storm's Weak Side Reaches Florida,Fires Reflect Wider Disaster: Drought,Fires and Storms,Landscaping,6000
154,0.009164748,0.032691965,1-Jan-06,0.020629701,0.028521128,The Los Angeles Times,0.018747892,Climate Change,"Pay Now Or Later For Warming, Study Says",Changing Climate's Threat To Water Seen,Scientists Give Gore's `Truth' Critical Acclaim,The Hot New Issue,Forecast For 2080 Is A Study In Extremes,Fires and Storms,Landscaping,6000
155,0.005810288,0.032405268,1-Jan-07,0.022676853,0.022285275,The Los Angeles Times,0.026740887,Climate Change,Climate Plan Called Unrealistic,U.N. Says It's Time To Adapt To Warming,"Deal With Warming, Don't Debate It, Scientists Warn",It's Bush's Turn To Air Ideas For Dealing With Warming,Military Panel Calls Global Warming A Security Threat,Water Use,Landscaping,6000
